,text,label,category
326,"TheEllenShow .KamalaHarris Well, time to boycott your show and your sponsors.', 'It bites but everyone needs to be held to.",False,normal
327,"Honestly, there is nothing close to hilarious or funny in this - this is very very sick stuff and should be.",False,normal
328," EPISODE FOUR!', 'Nazi furries!', 'Awesome Repeal merch!', '#ShanowenShakedown!', 'Hear it all (and more) on our latest episode:.",False,normal
329,"It?s hilarious to see the .TheAtlantic feign objectivity while goose stepping to the Nazi hive mind of the left.', 'They al.",False,normal
330,".Translation: ""Waaaaaaaah.', 'And also, I'm blaming the left for the right turning into a Nazi playground.""', 'Yeah, lik.",False,normal
331,"Thanks . great info.', 'G.Farben,used Jewish slaves at its factories during the Holocaust.",False,normal
332,"NORMIE: here?s my dog Preston.', 'Whenever I get the leash to go out he does this happy dance TWITTER PERSON: that dog is.",False,normal
333,".Why am I such a grammar nazi?.', 'If there is one thing to take pride in, it?s your education!.",False,normal
334,"[""Prince HARRY launches GRUELLING expedition across US before Meghan Markl... via .YouTube i'""]",False,normal
335,Apparently there was a virtual riot/nazi rally on runescape earlier because jagex (the developer) released an LGBT awaren.,False,normal
336,.a classic article worth reading anew via .Harpers.,False,normal
337,.free porn vedios online nazi slut fucked.,False,normal
338," This woman did NOT get the Nobel Peace Prize.', 'Guess who got it instead of her?', 'Al Gore!', 'This woman saved 2,500 children.",False,normal
339,"Dear Scott Dutcher .scott.usmc (probably not even your name...That's OK, we'll find out) yeah g""]",False,normal
340," I actually don't like to ask this because it's a negative question but what was the last film you didn't finish and why?"", 'Mi.",False,normal
341,".Hitler had the Nazi Youth.', 'Israel has the Hilltop Youth..",False,normal
342,DLoesch Yeah I mean we are all ?Nazi?s? and ?fascists? and Trump is ?literally Hitler?-so wouldn?t.,False,normal
343,"Ricky Vaughn: - reached millions of people, normalizing fringe ideas - was cited as one of the most influential figures in.",False,normal
344," Really .Alyssa.Milano ?? I was called a Terrorist, murderer, Nazi, etc when I attended LAs #MarchForOurLives event as a.",False,normal
345,"hey here is a picture of Douglass Mackey who lives on the Upper East side of Manhattan.', 'He was just oute.",False,normal
346,"I know who lol he also is Kilgrave.', 'And the voice actor for a nazi in nazi zombies CoD WW2.",False,normal
347,"Hmmmmmm Lets review.', ""What group violently suppresses free speech if it doesn't fit their rhetoric?"", 'riots but ca.",False,normal
348,"When the crazed leftists call us ""nazi's"" the millions of untapped, normy masses look in our direction.', 'T.",False,normal
349,RealJamesWoods Obama supports this Nazi!.,False,normal
350," Then a few, out of the millions of normy's, will say ""hmmm... these don't look like nazi boogy men.', 'These.",False,normal
351,"Pentagon gave $70 million to Porton Down (UK) in the last decade for chemical &amp; biological weapons projects!', '122,000 ani.",False,normal
352,What makes you think i am going away What scum drinks swamp water What scum so used to eating dung Doc doc trian Nazi.,False,normal
353,"Rob Reiner says any one who watches the new #RoseanneBarr show is a Nazi ..', 'Lets ALL give ol Rob the anti Nazi patriot salut.",False,normal
354,"The internet's biggest Nazi websites are facing a financial meltdown Both Stormfront's and the Daily Stormer's days might be""]",False,normal
355,"Then why the fxck didn't he expel Russians a year ago?"", 'And, her grandfather was a Nazi, something she tried to hide!', 'Russian.",False,normal
356,"Do you or do you not condone Roseanne Barr's Hitler/Nazi-inspired photo shoot?"", 'Are you OK with this?', 'Not watching ABC anymore..",False,normal
357," FBI raids home connected to crazed Nazi LARPer Jordan Jereb, the man who claimed Parkland shooter Nikolas Cruz trained with.",False,normal
358,".Neo Nazi rally in Newman 4/21.', 'Thas wild.",False,normal
359,"[""I'm a non-impulsive, high IQ Nazi LARPer, thank you very much.""]",False,normal
360,"msnbc poll!!', ""soros became obama's biggest financial sugar daddy right about time this started to happen..""]",False,normal
361,"Comparing Pep Guardiola to Goebbels is an exceedingly disgusting banalisation of the Shoah.', 'Goebbels, Propaganda Minister f.",False,normal
362,"Honestly, there is nothing close to hilarious or funny in this - this is very very sick stuff and should.",False,normal
363,"George Soros is now trying to eradicate Israel identity.', 'George Soros was also a member of the Nazi youth.', 'Now it all m.",False,normal
364,".Watching the end of Starship Troopers.', 'Doogie Howser has just turned up in full Nazi regalia.', 'Incredible movie..",False,normal
365,"Some families have a skeleton in the closet.', 'We had a Nazi flag in the attic..",False,normal
366,neo-nazi propaganda found in Easter eggs in Missoula #Citizens.,False,normal
367,Neo-Nazi website Stormfront close to shutting down as founder?s wife tires of paying hate site?s bills.,False,normal
368,"All Jews in Nazi-occupied Czechoslovakia have been ordered to assemble in their synagogues for a ""census"".', 'In fact, Germa.",False,normal
369,Police warns metro Atlanta community about planned neo Nazi rally A LIVE report on this story COMING U.,False,normal
370,"I AM NOT a democrat.', 'I am a social liberal.', 'The Pepe I hav.",False,normal
371,This is my baby army irl?s first comeback and I?m trying to explain the Euphoria teaser by linking her all the MVs cus it.,False,normal
372,"SenMajLdr is worried.', '""I hope we can hold the senate..."" Either way you and lyin Ryan.",False,normal
373,"..BettyAnnRoyal1 .BellaLuna468 .Libslady .Amy.Siskind Oh lord.', 'Seek some serious psychiatric help.', 'I have NO DOUBT y.",False,normal
374,..christywebs3 .SomeDawson .parieobrien .camilalloyd7 .billboard You are such a rude person ???? do you come on here j.,False,normal
375,"It?s painful to watch your significant other fall for another man.', 'Especially when he?s clearly more talented than you.",False,normal
376," Fuck off and leave him alone.', 'I suggest u leave spoofers alone.",False,normal
377,".I bought 3 hot dogs from target cafe.', 'Everyone said ?awe you got a snack for your family?? I?m like NO BITCH these.",False,normal
378,"Louis is a platinum recording solo artist.', 'Let that sink in.Are you ok?', 'Good.', 'some more news.', 'Harry is a platinum selling s.",False,normal
379,".some girls are testin my patience today!!!!', 'im a crazy bitch i will cut you??.",False,normal
380,".Drama pt2.', 'She told me about their issues and then accused me of trying to mess up her relationship.', '?? BITCH YALL.",False,normal
381," I hate a ?I won?t beg for you to be in my life? ass mf.', 'Like bitch, do you know what effort is?', 'TRYING &amp; BEGGING are comple.",False,normal
382,.fUCK YOU LOOK SO GOOD.,False,normal
383,"actual violation when you?re stood there on snapchat waiting for the drop to drop and you?re too early, fuck sake stop reco.",False,normal
384,"Long distance relationships are so hard, like damn you be feeling lonely as fuck but you?re not really alone but your boo c.",False,normal
385,Even when you give a fuck you cant give a fuck ....,False,normal
386,So now she just sent me a Snap and it was a asscheek facing the mirror in the bathroom nude ???????????????????? I?m like FINALLY..,False,normal
387,".""you gotta be nice to people"" No the fuck I don't.",False,normal
388,"If there's one good thing about what OG are doing, is they're bringing EU masters a fuck ton of publicity, which is going""]",False,normal
389,.Fuck you and your narrow minded.,False,normal
390,fuck I love you..,False,normal
391,".Also, ppl who smoke around kids.', 'Fuck you, dumb ass.",False,normal
392,".Bruuuuhh I hope one day I can have my dreams pay me instead of working at a fuck as job.', 'Bless up to you man!.",False,normal
393," Im not comparing Williamson, Ingraham, or Eriksson to Mlk or the Dixie Chicks.', 'If you believe in you.",False,normal
394,Fuck you coinbase.,False,normal
395,".LOL, I literally just chased my dads dog around my house, picked him the fuck up&amp;literally threw him out onto the p.",False,normal
396,".Fuck yeah it?s snowing in April.', 'My train car smells like vagrant piss, too.', 'Johnny O?Hagans is gone if you need.",False,normal
397,".Oh my god what the fuck you love Parks&amp;Rec too ??', 'AND you casted all of the nct members perfectly ????', 'I?m ??.",False,normal
398,That feeling just before he starts to fuck you????.,False,normal
399,when your sub looks away while you fuck them bc they get so flustered so you grip their face and say ?look at me when im.,False,normal
400,And if you didn?t fuck all I hope you had a good time.,False,normal
401,.And that is why I love white girls cause you niggers are desperate as fuck and will try anything.,False,normal
402,"If I ask you ""Who's going?""', ""that means I don't fuck with everyone you deal with.""]",False,normal
403, Instead of sitting around all day being mad at me and my truth how about you analyze what it is about me that triggers such.,False,normal
404,"Bitches need that reason so they won?t look sad, miserable, &amp; obsessed for continuously speaking on you &amp; not receiving a.",False,normal
405,"Would you like a one night stand?', '?? Single women looking for men ?? Meet and Fuck Tonight !!', '? ?.",False,normal
406,"2 the ?fans? that gave Mikey a panic attack: Fuck you.', '2 the ?fans? that made Luke so angry he had to yell 2 them for.",False,normal
407,"things that blow my mind: the fact that you can apparently punch a wall in an American house and it DENTs?', 'like it actually BRE.",False,normal
408,".Moodys Investors Service - Moodys Assigns Initial Aa3 Rating to Russell County Public Library District, KYs Series.",False,normal
409," kys no wonder why you support oders, since you?re putting Anthro soon and removed tix cause all you care about is money so kys.",False,normal
410,: i love my rich man.,False,normal
411,"Off to DUBAI !!!', '- 10.",False,normal
412,Fucking furry kys.,False,normal
413,"Happy MINGYU's Day? #Happy.MINGYU.Day #SEVENTEEN #MINGYU""]",False,normal
414,".first int game: i get 2 honors and my mates carry, uhhhhh just kys pls.",False,normal
415,.fake ass bitch kys ? camille that?s pure flirting how cute xx.,False,normal
416,".This honestly looks fake, but if you?re a dude and this is how you have to get women please kys.",False,normal
417,.lemme tell you this sweet mudafaka go kys lol!.,False,normal
418,".You know those people who think they know everything and when you try have an input, they say yea and disregard it kys ?.",False,normal
419,If you?re a snitch kys.,False,normal
420," Now playing Monster by EXO And yes im dancing like nobody is watching me and I dont care..', 'ENJOY.",False,normal
421,"you can't kys I love you :( and many people love you""]",False,normal
422,Kys my childhood was playing with rocks.,False,normal
423,.HONESTLY be assed with photography kys.,False,normal
424,"kms= keeping myself safe kys= keep yourself safe no one's dying today *busts out into Staying Alive* .lilashmash""]",False,normal
425,"MFAO kys.', 'dats why i said its true.', 'L.",False,normal
426,"Arctic Monkeys & Post Malone released their album dates today, it's a good day""]",False,normal
427,"Girl are over here saying all men are trash and shit.', 'Well why don?t you stop going after all the guys that only wanna f.",False,normal
428,"kys monkey boi I'M!"", 'the coolest monkey in the jungle.",False,normal
429,".I hate the ppl that buy all the totw versions of a card when it gets a power up.', 'Like foreal kys.",False,normal
430,ThomasSanders: If you Then you don?t love don?t deserve me at my me at my.,False,normal
431,"The top 1% of KYs will see an average tax cut of $7086.', 'People who make $175000 to $427000 a yr to see an average tax cu.",False,normal
432,".?Man, you are one pathetic loser!? -I?m Lloyd Christmas bro........new mood..",False,normal
433,".This guy better be history.', 'Another pathetic loser, should be in prison.",False,normal
434,.For every pathetic loser out there our nation has produced 3/4 great sons that fill my heart with hope A pleasure t.,False,normal
435," You are going to keep track of all .LadyCaramelDXB credit cards and pay off the balance every month.', 'She doesnt ever even wan.",False,normal
436,"I really think it's crazy how so many people, including Alpha's assume or think that u am Goddess ROXY'S husband or",False,normal
437,if you come to Toronto I'll show you around so you don't have to wander around aimlessly like a pathetic loser ?,False,normal
438, How are any of my comments takin.,False,normal
439,"My boot hitting you clitty is euphoric!', ""It's as close as you'll get to physical contact with me ?? Everyone: meet glasgow""]",False,normal
440,.Such a pathetic loser..,False,normal
441,".Anyone in the Uk to phone me up and help me accept what a total loser I am, I pay you keep me awake, can we make Mo.",False,normal
442,Honestly I?m so much better then you in every way and that?s why you love me so much so stop admiring my photos from af.,False,normal
443,".#Findom just woke up in thailand, gf next to me and easy fuck, first thing on my mind is go outside and log on to f.",False,normal
444,.I?ve been finding people on Facebook groups to trade panini World Cup 2018 stickers with I don?t know what kinda pa.,False,normal
445,realDonaldTrump What a sorry legacy 45 is going to leave behind when he's voted the worst - most,False,normal
446,"..seanhannity Lol!', 'An alleged celebrity, .seanhannity, gets a pathetic turnout compared to a bunch of high school.",False,normal
447,"""I'm a boring pathetic awkward pretentious loser."", 'I hate myself..",False,normal
448,"realDonaldTrump said Mexico was doing nothing to stop the stream of immigrants.', 'Now .POTUS #DonTheCon?s story i.",False,normal
449,".Up 7-3 in the 8th.', 'I wish them nothing but ill will.', 'Hate them.', ""They're the Cubs bitch."", ""If you're a white six fan,""]",False,normal
450," One thing about me, if I?m ever aiming something directly to a person I?ll say exactly who I?m talking about.', 'I never bee.",False,normal
451,"TeamKhabib if a group of people were throwing chairs and bike racks at you, regardless o.",False,normal
452,"Khabib has about 20 Russians with him he doesn?t travel alone.', 'These are tra.",False,normal
453,".Sleepovers are fun till someone oversleeps and gets in trouble at school.', 'Will you help out .SummerBrooksXXX with a.",False,normal
454,".The girls quoting this with ""my man can NEVER leave the house wearing this"" are the same girls who tweet ""my man ca.",False,normal
455,"What are you talking about, he?s running up on a bus full of randoms with a gang of friends like an abso.",False,normal
456,"When you get home and are surprised with a new toy!!', '???? Feels so fucking good ?? #pussy #vibrator #cum #thirstythursday #ho.",False,normal
457,"You couldn't even get England to give you permission to have a pussy cat I'd say your constituents in Annan are shafted The jo""]",False,normal
458,".Why is everyone being such a pussy about this situation?', 'Mcgregor threw something through a window he didn?t detona.",False,normal
459," When your #ass and #pussy are begging to be used??Happy #AssWednesday everyone!', 'Looks like my asshole is puckering up and.",False,normal
460,"OMG .KissaSins you are so #sexy, so #delicious!', 'You have the most amazing #Booty, your #smile,#tits, shave #pussy, #As.",False,normal
461,.Good shit she replied with a PUSSY MASSAGE VIDEO ?? I was scared to death that she would share my dick on social med.,False,normal
462,spike ring with blackwork by #Craeven #Amsterdam #Handmade via .Etsy so when the shit comes down are y.,False,normal
463,"realDonaldTrump WTF All those that want to see a Photo of Trump in Post Office!', 'Here is an Idea You Pit.",False,normal
464,.Tell me why Steve was an asshole in season one and I will respond explaining why you are wrong..,False,normal
465,"Iwan numerous other cast members have also said he?s an asshole outside of it too.', 'guess it ju.",False,normal
466,"I?m tired of society?s ?everyone is perfect just the way they are? attitude.', 'F*** that.', 'Be honest with yourself.', 'If you?re a.",False,normal
467,"I've reread the thread this all began with."", 'I do hope you can come to understand how dis.",False,normal
468,.Attn #wrestlers attending .wrestlecon Be cool to one another Don?t be an asshole If you don?t like some douchebag j.,False,normal
469,.Not with this resting bitch face.,False,normal
470,.I was gonna try to walk but I suffer from chronic back and knee pain so like lol maybe don?t be an asshole to your.,False,normal
471,He is making it so that supporting him means you are either an asshole or an Irish asshole* at this point.,False,normal
472," Thank you for saying it.', 'People are dumb for thinking that ""it's just an act"" so much.",False,normal
473,"hey!', ""just a reminder, cis people, absolutely no one is expecting you to have sex with someone you're not physically attract""]",False,normal
474,"If you are trying to stop golden rice you're an asshole."", '#GoldenRice.",False,normal
475,".Because like you, he is an asshole!', 'But, you want have to worry about that much longer because we are going to vote.",False,normal
476,You have free speech but but if you use it to be an asshole people are going to have an opinion on it.,False,normal
477,"I hope I'm wrong."", 'When you complain about players on a team you support that everyone jump.",False,normal
478,"ey #FWA2018 congoers!', 'Tip your FUCKING servers and your hotel staff.', ""If you don't, you are an asshole 100000% no excus""]",False,normal
479,"..DLoesch again, no one has a constitutional right to a six-figure position writing for the atlantic..",False,normal
480,And obviously they do know what thier r.,False,normal
481,".If someone tells you in the strongest of terms that they are an asshole, you should strongly consider believing them..",False,normal
482,"To sum it up: ""I'm on twitter, but I only want to hear opinions similar to mine.', 'I hate about half of the americ.",False,normal
483,"realDonaldTrump It doesn?t read that and the fact that you are trying to rewrite it is a laughable joke.', 'You are path.",False,normal
484," Who the hell is he ??', 'What about justice Loya ,Godhra and Tadipar Amit Shah ??', 'Suhel is.",False,normal
485,"Yet here you are because it?s all you have.', 'What does it feel like waking up knowing yo.",False,normal
486,".HillaryClinton Does it make you feel like a bigger person to insult others?', 'I think it probably does b.",False,normal
487,"You mean your raping of US Citizens, right?', 'Who in the hell do you think you are?.",False,normal
488,"WOW NICE ONE!!!!', 'haha get a life and stop making online jokes behind a screen.",False,normal
489,".You are a worthless piece of shit if you make ANY type of suicide joke towards someone, KNOWING damn well they atte.",False,normal
490,realDonaldTrump The people are given the power to ABSOLUTELY be in control of this of.,False,normal
491,Can?t be more ashamed than you are being a smaller European club than Notts Forest ????Enjoy playing catch.,False,normal
492,"Wow, so on a very technical basis you and .vice are not actually in the wrong.', ""It's a pity that by""]",False,normal
493,".The world is just better of without me.', 'You all are better of without this worthless piece of shit ??.",False,normal
494,".I am secretly an absolute idiot.', . if you are too..",False,normal
495,".It doesn?t feel like a ?day job? when you get to be an idiot with your mates!', 'Check out everything that happened be.",False,normal
496,".""If Pres.', 'Obasanjo tells you that this govt.', 'is corrupt and failed you will agree but if Gov.', 'Ayo Fayose or Chief F.",False,normal
497,"Why are coworkers always tryna add you on social media?', 'like if I?m calling out and I can?t come in cause there?s an emergency a.",False,normal
498,"Paul you are the joke my friend.', 'Just because someone suoports Trump doesnt mean they.",False,normal
499,You?re an idiot if you think the Rams didn?t already h.,False,normal
500," I?m far from an expert and I don?t know all the facts.', 'However, I do know that anytime the pol.",False,normal
501,.I MARAH SGT SBB I LAPAR SO FUCK ALL THE IGSHOPS WHO DO THAT ORG YG BELI PUN SAMA JE WHY WOULD U PAY SOMETHING TWICE.,False,normal
502,"Tim McCarver is an idiot.', '?If you can?t pick it up 2-0, you know the pitcher is throwing hard.', 'How are you gonna pi.",False,normal
503,"me, an idiot: this piece gives a broad overview of how to finance some social housing using evidence from actually exist.",False,normal
504," I am secretly an absolute idiot.', . if you are too..",False,normal
505,"..realDonaldTrump Do unicorns poop rainbows in your alternate reality?', 'The caravan was broken up because there was n.",False,normal
506," I?m far from an expert and I don?t know all the facts.', 'However, I do know that anytime t.",False,normal
507,"The statute of limitations are up #melissaschuman.', 'If you?re trying to copy Nicole Eggert she claims she was underage w.",False,normal
508,"If you think that illegals aren't a threat, you are an idiot."", 'One only needs to look at the European countries to k.",False,normal
509,people seriously say its bad compared to the older stuff im like are you an idiot.,False,normal
510,"You are you not fit to be a judge to criticize chicken rendang Malaysian true cuisine,you make yoursel.",False,normal
511,"Erm, Jugs - you seem to be missing the biggest game of the week: Arsenal against the Russian team nobody's heard of",False,normal
512,".Another smear aricle on Vice by that stupid pissant .realWillNardi.', 'Will- I am vastly more intelligent, handsome, a.",False,normal
513,.Things nobody cares about on your Snapchat/Instagram story: - Your meal - Your workout - How perfect your BF is -.,False,normal
514,Just block - the only people that care about your opin.,False,normal
515,"idk why y?all come on here with y?all opinions about people who smoke weed.', 'literally nobody cares about what you have to say.",False,normal
516,"Earth Signs: lmao everyone?s so fake, nobody ever asks me how I feel.', 'No one even cares about me Someone: hey, are you.",False,normal
517,"Kimberly, nobody cares about the British royals!', 'Please stop!', 'Thank you..",False,normal
518,"Nobody cares about Stormy Daniels.', 'It?s g.",False,normal
519,Met niggas in jail riding like 18year birds and 4 years down their sentence nobody cares about em... so think about what yo.,False,normal
520," We love how you in the MSM are harping on stories nobody cares about.', 'Keep it up..",False,normal
521,"Man's life : When you?ve a problem."", '""Youve got a problem.', 'Nobody cares.', ""Don't talk about it fix it yourself youre a",False,normal
522,".It was first explained to me that rich people had a right to be assholes because they?d earned it.', 'Bullshit.', 'Nobody.",False,normal
523,"Just got your notification.', 'Please.', 'For the Love of God...nobody cares about your over a decade old story!', 'E.",False,normal
524,"Nobody in Memphis cares.', 'You should worry about Coach Cal getting all that talent and wasting it..",False,normal
525,.Can?t stand people who constantly talk about how they?re ?doing them? + they?re ?focused on themselves? or ?making.,False,normal
526,America is so fucking cold cunt.,False,normal
527,".Karma is really dishing out on some people this year and I couldn?t be fucking happier, serves you right ye cunt.",False,normal
528,".what stupid cunt designed the obby to get to the fifteam egg.', 'TOO.FUCKING.DIFFICULT.', 'omg.",False,normal
529,"GlennCarroll1 .PaulDollery Good lad Carroll ?? Fucking rage in the cage, nicely placed props and cameras.........a.",False,normal
530,if you ever call poppy a bitch again I will mario.,False,normal
531,"My cousin was verbally attacked by this man.', 'He started his abuse on a young Sikh girl who wore a turban, he physically ass.",False,normal
532,.probably not gonna get my food anytime soon because the driver is a fucking cunt so might take a fat nap or some shit idk.,False,normal
533,"Khabib and his crew try to jump .TheNotoriousMMA guy .RusHammerMMA yesterday.', 'Conor grabs 20 buddies jumps on.",False,normal
534,"Bye yes, AND I FUCKING DARE YOU TO CALL MA.",False,normal
535,.nude egypt girls teen cunt fucking.,False,normal
536,".See if I?d wanted to type ?duck? instead of ?fuck? I ?fucking? would?ve!', '.Apple , stop trying to PG my messages and.",False,normal
537,".My mom is fine, I got someone to help me but the moral of this is don?t be a fucking cunt..",False,normal
538," Video from inside the City bus at Anfield.', 'City coaching staff saying it as it is and what we?re all thinking??????????? ?Fucking.",False,normal
539,.cool my dad was a fucking cunt to my therapist.,False,normal
540,Khabib would fucking murder the pikey cunt.,False,normal
541,10 years gun 5 years knife No fucking about with half sentences and shit No cunt will hold a weapon for their mates....,False,normal
542,.Getting ready at someone else?s house is so fuxking stressful have to pack like 10 fucking outfits incase the plann.,False,normal
543,".I really want to comment to Mr ?I?m fucking up the Welsh people? Cairns but the cunt has blocked me!', '#severnbridge.",False,normal
544,If Thanos call T'challa a Nigger with that Hard ER we flipping the theater Clean the fuck over..,False,normal
545,"Here it matters.', 'Not dude to skin color, ok my bad, b.",False,normal
546,"I'm logged on again, man folks really tripping over this old dude...can we at least wait until he dr""]",False,normal
547,".""I'm allowed to insult you as much as I want to but if you say even one negative thing about my personal characteri.",False,normal
548,".I have to control my mother.', 'She really said, ?HOW DO YOU SPELL NIGGA? and I said ?N-I-G-G-A? and she goes ?then wh.",False,normal
549,Am a short nigger like yall man ????.,False,normal
550,"My boyfriends phone died so he texted me from his homeboys phone to let me know and tell me goodnight.', 'His.",False,normal
551, Imagine he needed another nigger to help him win a title mxm Brock Lesnar did it one man.,False,normal
552, the fact that u ha.,False,normal
553,"""Connor"": i got ditched &lt;14:05:28; ""Connor"": by my friiends &lt;14:05:32&gt; ""Connor"": and my rank is gone &lt;14:05:56&gt; ""C.",False,normal
554,"CLASSIC HITS UK just played - Sly &amp; Family Stone - Sly &amp; Family Stone - Don't Call Me Nigger, Whitey",False,normal
555,if you defend someone saying nigger you?re just as racist as them so go to hell.,False,normal
556, I'm not fake anything. Keep pretending being above it.,False,normal
557,Nigger got his ass whipped by Kurt Angle ??????.,False,normal
558,"[""Stack 'm up bitch stripper pole brick this nigger whip""]",False,normal
559,Punch a nigger.,False,normal
560,.I don?t got no problem but U ain?t No man I need u Ain?t no man I see... u ain?t no Man around me... my white bitch.,False,normal
561,Buggin Django is hot fire but this hateful 8 shit had me thoroughly confused as to how he made such a m.,False,normal
562,"How do you feel that RDJ did blackface in tropic thunder?', '? he?s an honorary nigger.', 'he had everyone thinking he was blac.",False,normal
563,".What if u throw a NIGGER 3310 on a Volvo 745?', 'Both indestructible!.",False,normal
564,". .DecolonialBlack: Black council member: ""we have great race relations in this town"" So why did the white council members sit silent when.",False,normal
565,.Imagine if she says the same on her side nigger ????.,False,normal
566,". .pilotwilliams2u: My mom asked me what ""JDMLOL"" mean and I told her.', ""She said that's not right because I would get offended if someone m""]",False,normal
567,..KhutsoM. Nigger killed his whooole family what a dick!.,False,normal
568,"[""RT .liIyurivert: 2. y'all asking for a fight then get mad and start saying 'nigger' then wonder why your ass is getting beat""]",False,normal
569,"["".Bgbiskite .EdubEsq .JollyGood.Fella .thedopestdavid .TheRoot Because this white lawyer doesn't think being called""]",False,normal
570,..5ile. or being a nigger.,False,normal
571,.record on my beats nigger.,False,normal
572,". .UF2: Left has already established a moral justification for deploying violence against wrong-thinkers.', 'If one is black and kills someon.",False,normal
573,..RepublicanNBA .manalarba Wtf are you doing nigger.,False,normal
574,.well what I predicted happened &amp; I got called a fag.,False,normal
575,"[""I swear, I can't be around this family anymore."", ""My shit goes missing and fuckers act like they don't know what I'm""]",False,normal
576,". .fattydaddy7: Just had a flashback to August, 1989.', 'I was in Hamburg, Germany and had a hooker pull my shirt over my head hockey fight s.",False,normal
577,"..PaulSmithJnr What a sportsman he was, loved watching him on stage as kid, pint and fag in his hand, magician.",False,normal
578,"..spann What happened to manners .', ""Someone momma didn't teach right ."", 'Talking to a man who shows us the weather re.",False,normal
579,..emmacau97 Stoooppppp best part the big fuck off lynx bottle lighting the fag???? what a women.,False,normal
580,"[""Earl k' Sneedy hits Women but also is beating women what a idiot fag""]",False,normal
581,"..WingsScotland White paper was a revolving door, in that it gave you a Window into what could be possible,it also g.",False,normal
582,"["".CelestialSoph .gibgirl1963 .Legit.Fag Interesting ..what's it about &amp; do you have a title yet?""]",False,normal
583,.What About A Sissy Massage ..Like If You Dream Or Retweet If You Want #tgirl #tranny #transgender #sissy #fag.,False,normal
584,".Okay before anything yes I am gay , boujie and a fag lol call it what you want .', 'But this happen when I first came.",False,normal
585,"..bbcpointswest Just as well it shut, pouring in a tub of coco with a fag hanging out his mouth.', 'I dread to think ot.",False,normal
586,"..Legit.Fag Lol ..I do that a lot.', 'What is it they say about people who talk to themselves???.",False,normal
587,"["".FagConnor I'd RT, but between being a fag AND being actively opposed to Islam, saying that Allah is gay would prob""]",False,normal
588,".So you were at a Gay Bar?', 'That could mean 2 things, your ethier a tranny, or a Fag Hag..', 'It sounds like from what y.",False,normal
589,Well what she knows you can get it on the back of a fag packet if your stupid enough to still smoke..,False,normal
590,Yeah mate you must get in so many fights you fucking hard nut what you fighting for the end of a fag down the pub you bum.,False,normal
591,"I thought they still id'd as aroace so i was worried, bc if someone uses the""]",False,normal
592,"Now after a Fag break, a girls got to do what a girls got to do:-) see what I do !!', '.BrightonD.",False,normal
593,they just changed the meaning of what illegal border crossing is under Obama same w.,False,normal
594,"*BESIDE.', 'Like imagine thinking that?s acceptable.', 'Bc of a letter at the end.', 'Straight ppl next week gonna be saying ?well i.",False,normal
595,.Lunch & then the gym &amp; I haven?t even had a fag today &amp; where is kirsty what have you done with her..,False,normal
596,".I really take it as a vast insult if a nigga asks me to fuck him!!!', 'Like what rubbish is that ???????? listen here fag I only eat pussy!!!.",False,normal
597,Let's give these Nutella filled donuts a shot to be anything important like a party leader because he has his arm around his gf what a fag,False,normal
598,"realDonaldTrump It just isn?t bad first off, and secondly do you ever hear.",False,normal
599,".car broke down .', 'rang rac they come out and sent some old bloke who should be in a oap home he told me what was wro.",False,normal
600,".Yeah, I'm a ""fag,"" I'm the real deal ""dyke"", a ""filthy"" homosexual.', 'Get the fuck over it you megalomaniacal idiot..",False,normal
601,"Society - Everything beautiful Society - Don't eat though, You don't want to get fat Society - You don't eat?"", 'Fucking.",False,normal
602,".This guy writes amazing sexy as fuck stories.', 'This one is about a pill that turns you from whatever fat fuck you?re.",False,normal
603,rant ~ ? -practice makes me suicidal -I hate people who are cocky -if you say you're going to do something and pro,False,normal
604,"Have you been surprised by how many men are viciously attacking the woman, calling her a slut and a liar and baying for h.",False,normal
605,"If you tell me you want to ""hang out"" and then I message you asking when, and I get a response from some fat ugly d.",False,normal
606,"RT if you've ever been called any of these names, but you've realized THAT BITCHES AINT SHIT!!"", '-ugly -emo -anorexic -wh.",False,normal
607,".If you insult people by saying they?re fat, ugly, a whore.', 'You?re showing how dumb you are.', 'Physical appearances?', 'D.",False,normal
608," Lol i think you are the ones calling me a retard, etc..",False,normal
609,"Nah.', 'Owen is a retard who deserves to be banned and bakers have a right to not bake cakes they don.",False,normal
610,".If you are a Momentum moron don?t spoil your Left Wing doctrines with facts.', 'Poor little career burglars with such.",False,normal
611,"how are injuries an excuse????', ""it's literally a fact, we didn't have some of our best players."", 'play u.",False,normal
612," if by ""savage"" you mean a fucking retard, then yes, you are correct.",False,normal
613,".mind you, i was talking shit about Philadelphia winning championships.', 'His response is ""we are all the same"" which.",False,normal
614,..realDonaldTrump You are literally the definition of a retard.,False,normal
615,"Dude, I'm canadian as well."", ""Unless you are covered somehow, then it's not free."", 'Google.",False,normal
616,".If you define yourself in #political #opposition to the #left or #right.', 'You have created a #game you can never.",False,normal
617,"Would you kindly note that ""retard"" ",False,normal
618,"You slow retard Just made my point.', ""without Kyire Hurtvin trade Cavs won't have gotten youn",False,normal
619,"Message to this retard so so-called invester what are you going to do when it surpasses over 20,000 your peop.",False,normal
620,"Are you dumb?', ""Don't you get it?"", 'Want to know why my merchant acco.",False,normal
621,Awkward moment when you are on the street in your own world talking to yourself but you notice people around you so you.,False,normal
622,"if you are such a 2A guy, why haven't you had anybody who is also a 2A person",False,normal
